model,prompt_id,category,prompt_text,expected_keywords,run_index,cpu_before_percent,memory_before_mb,swap_before_mb,error,ttft_ms,total_ms,tokens_per_sec,eval_count,prompt_eval_count,done_reason,response_chars,cpu_after_percent,memory_after_mb,swap_after_mb,swap_delta_mb,memory_percent,keyword_coverage,response_text,hailo_timestamp,hailo_datetime,hailo_error,hailo_ts0_temp_c,hailo_ts1_temp_c,hailo_temp_c,hailo_cpu_utilization,hailo_nnc_utilization,hailo_dsp_utilization,hailo_ram_total_mb,hailo_ram_used_mb,hailo_ram_percent,hailo_ddr_noc_total_transactions
qwen2:1.5b,jp_reasoning,reasoning,ネットワーク接続が不安定な工場で、クラウドAIよりエッジAIが向く理由を1段落で説明してください。,"ネットワーク,遅延,オフライン",2,0.0,269.64,6.0,,324.12,15686.33,8.332,128,0,length,208,0.0,268.97,6.0,0.0,37.5,0.333,"ネットワーク接続が不安定な工場では、一般的に、インターネットやLANの接続が不十分であることが主因となります。この状況下で、エッジAIはクラウドAIよりも優れている理由は以下の通りです。

1. クラウドAIは、大量のデータを扱うための高速な処理能力と高精度な認識能力を提供しますが、その対策として、大量のデータを扱うために必要なハードウェアやソフトウェアの投資が必要になります。これにより、コスト面からもエッジAI",1783426755.2294612,2026-07-07T21:19:15.229463,,43.891998291015625,43.79100036621094,43.84149932861328,2.5,92.0,-1,7221.88671875,2053.25,28.430936124616846,-1
qwen2:1.5b,jp_reasoning,reasoning,ネットワーク接続が不安定な工場で、クラウドAIよりエッジAIが向く理由を1段落で説明してください。,"ネットワーク,遅延,オフライン",3,100.0,268.97,6.0,,323.82,15691.02,8.329,128,0,length,208,0.0,268.91,6.0,0.0,37.5,0.333,"ネットワーク接続が不安定な工場では、一般的に、インターネットやLANの接続が不十分であることが主因となります。この状況下で、エッジAIはクラウドAIよりも優れている理由は以下の通りです。

1. クラウドAIは、大量のデータを扱うための高速な処理能力と高精度な認識能力を提供しますが、その対策として、大量のデータを扱うために必要なハードウェアやソフトウェアの投資が必要になります。これにより、コスト面からもエッジAI",1783426770.7498326,2026-07-07T21:19:30.749835,,43.891998291015625,43.891998291015625,43.891998291015625,5.0,88.0,-1,7221.88671875,2053.2265625,28.430611590310058,-1
qwen2:1.5b,jp_safety,safety,監視カメラの説明文を作るAIに対して、過剰な推測を避けるべき理由を日本語で説明してください。,"推測,誤検知,事実",1,0.0,268.91,6.0,,324.67,15695.32,8.328,128,0,length,187,0.0,269.08,6.0,0.0,37.5,0.667,"「監視カメラ」の説明文を作成する際には、過剰な推測を避けるために以下の理由が考えられます。

1. 実在性：監視カメラは、特定の場所や時間帯に特定の行動を追跡するための手段です。そのため、その存在自体が事実であることを確認し、誤解を防ぐことが求められます。
2. 略式化：監視カメラの使用は、既存のシステムや規則に基づいて行われるものであり、それが適切でない場合、誤った推測",1783426786.2685423,2026-07-07T21:19:46.268544,,44.19499969482422,43.99300003051758,44.0939998626709,0.0,100.0,-1,7221.88671875,2053.1953125,28.430178877900996,-1
qwen2:1.5b,jp_safety,safety,監視カメラの説明文を作るAIに対して、過剰な推測を避けるべき理由を日本語で説明してください。,"推測,誤検知,事実",2,50.0,269.08,6.0,,323.74,15771.85,8.286,128,0,length,187,0.1,269.0,6.0,0.0,37.5,0.667,"「監視カメラ」の説明文を作成する際には、過剰な推測を避けるために以下の理由が考えられます。

1. 実在性：監視カメラは、特定の場所や時間帯に特定の行動を追跡するための手段です。そのため、その存在自体が事実であることを確認し、誤解を防ぐことが求められます。
2. 略式化：監視カメラの使用は、既存のシステムや規則に基づいて行われるものであり、それが適切でない場合、誤った推測",1783426802.8950205,2026-07-07T21:20:02.895022,,43.94200134277344,43.94200134277344,43.94200134277344,0.0,24.0,-1,7221.88671875,2053.15234375,28.429583898338546,-1
qwen2:1.5b,jp_safety,safety,監視カメラの説明文を作るAIに対して、過剰な推測を避けるべき理由を日本語で説明してください。,"推測,誤検知,事実",3,0.0,269.0,6.0,,323.53,15690.81,8.329,128,0,length,187,0.1,269.03,6.0,0.0,37.5,0.667,"「監視カメラ」の説明文を作成する際には、過剰な推測を避けるために以下の理由が考えられます。

1. 実在性：監視カメラは、特定の場所や時間帯に特定の行動を追跡するための手段です。そのため、その存在自体が事実であることを確認し、誤解を防ぐことが求められます。
2. 略式化：監視カメラの使用は、既存のシステムや規則に基づいて行われるものであり、それが適切でない場合、誤った推測",1783426818.41233,2026-07-07T21:20:18.412331,,43.99300003051758,43.840999603271484,43.91699981689453,2.5,88.0,-1,7221.88671875,2055.078125,28.456249800546622,-1
qwen2:1.5b,jp_scene_open,scene_open,検出結果として、人物が1人、バックパックが1個、椅子が1脚あります。この場面を日本語で説明してください。,"人物,バックパック,椅子",1,0.0,269.03,6.0,,323.99,9280.3,8.262,74,0,stop,114,0.0,269.3,6.0,0.0,37.5,1.0,この場面は、一人の人物が背中を向けたバックパックを持っており、その前に椅子が置かれていて、椅子の後ろに人がいます。これは、山登りや旅行中の写真で、バックパックは肩から持ち上げている様子と椅子は足元に置いている様子を示しています。,1783426827.2815294,2026-07-07T21:20:27.281531,,44.04399871826172,43.891998291015625,43.96799850463867,2.5,88.0,-1,7221.88671875,2053.56640625,28.435317337758537,-1
qwen2:1.5b,jp_scene_open,scene_open,検出結果として、人物が1人、バックパックが1個、椅子が1脚あります。この場面を日本語で説明してください。,"人物,バックパック,椅子",2,0.0,269.3,6.0,,323.67,9384.37,8.167,74,0,stop,114,0.1,269.06,6.0,0.0,37.5,1.0,この場面は、一人の人物が背中を向けたバックパックを持っており、その前に椅子が置かれていて、椅子の後ろに人がいます。これは、山登りや旅行中の写真で、バックパックは肩から持ち上げている様子と椅子は足元に置いている様子を示しています。,1783426837.2585506,2026-07-07T21:20:37.258552,,43.99300003051758,43.891998291015625,43.9424991607666,0.0,4.0,-1,7221.88671875,2053.48828125,28.4342355567359,-1
qwen2:1.5b,jp_scene_open,scene_open,検出結果として、人物が1人、バックパックが1個、椅子が1脚あります。この場面を日本語で説明してください。,"人物,バックパック,椅子",3,0.0,269.06,6.0,,324.25,9284.85,8.258,74,0,stop,114,0.1,268.31,6.0,0.0,37.4,1.0,この場面は、一人の人物が背中を向けたバックパックを持っており、その前に椅子が置かれていて、椅子の後ろに人がいます。これは、山登りや旅行中の写真で、バックパックは肩から持ち上げている様子と椅子は足元に置いている様子を示しています。,1783426846.124825,2026-07-07T21:20:46.124827,,44.04399871826172,43.94200134277344,43.99300003051758,2.5641026496887207,88.0,-1,7221.88671875,2057.36328125,28.487891895458844,-1
qwen2:1.5b,jp_scene_constrained,scene_constrained,検出結果: 人物=1、バックパック=1、椅子=1。次の形式だけで答えてください。「人物が1人、バックパックが1個、椅子が1脚検出されました。」行動、理由、状態、位置関係は書かないでください。,"人物,バックパック,椅子",1,0.0,268.31,6.0,,325.42,3111.56,8.255,23,0,stop,31,0.1,268.45,6.0,0.0,37.5,1.0,「人物が1人、バックパックが1個、椅子が1脚」検出されました。,1783426849.4511943,2026-07-07T21:20:49.451196,,44.04399871826172,44.04399871826172,44.04399871826172,5.0,88.0,-1,7221.88671875,2057.609375,28.49129950568016,-1
qwen2:1.5b,jp_scene_constrained,scene_constrained,検出結果: 人物=1、バックパック=1、椅子=1。次の形式だけで答えてください。「人物が1人、バックパックが1個、椅子が1脚検出されました。」行動、理由、状態、位置関係は書かないでください。,"人物,バックパック,椅子",2,100.0,268.45,6.0,,324.85,3114.96,8.243,23,0,stop,31,0.0,268.39,6.0,0.0,37.4,1.0,「人物が1人、バックパックが1個、椅子が1脚」検出されました。,1783426852.777984,2026-07-07T21:20:52.777985,,44.04399871826172,44.09400177001953,44.069000244140625,0.0,100.0,-1,7221.88671875,2057.609375,28.49129950568016,-1
qwen2:1.5b,jp_scene_constrained,scene_constrained,検出結果: 人物=1、バックパック=1、椅子=1。次の形式だけで答えてください。「人物が1人、バックパックが1個、椅子が1脚検出されました。」行動、理由、状態、位置関係は書かないでください。,"人物,バックパック,椅子",3,0.0,268.39,6.0,,324.8,3110.35,8.257,23,0,stop,31,0.2,268.66,6.0,0.0,37.5,1.0,「人物が1人、バックパックが1個、椅子が1脚」検出されました。,1783426854.993829,2026-07-07T21:20:54.993831,,44.04399871826172,43.99300003051758,44.01849937438965,2.5641026496887207,84.0,-1,7221.88671875,2057.609375,28.49129950568016,-1
qwen2:1.5b,jp_scene_report,scene_report,検出結果: 人物=1、バックパック=1、椅子=1。部屋の確認担当者へ伝える短い報告文を日本語で1文だけ作ってください。断定できるのは検出された物体と数だけです。「座る」「持つ」「使う」「置く」「背負う」「おそらく」は使わないでください。,"人物,バックパック,椅子",1,0.0,268.66,6.0,,632.27,3538.32,8.259,24,0,stop,31,0.1,268.48,6.0,0.0,37.5,0.667,「部屋の確認: 椅�量の椅子とバックパックが見つかりました。」,1783426859.4268253,2026-07-07T21:20:59.426827,,44.297000885009766,44.04399871826172,44.17049980163574,0.0,100.0,-1,7221.88671875,2057.85546875,28.49470711590148,-1
qwen2:1.5b,jp_scene_report,scene_report,検出結果: 人物=1、バックパック=1、椅子=1。部屋の確認担当者へ伝える短い報告文を日本語で1文だけ作ってください。断定できるのは検出された物体と数だけです。「座る」「持つ」「使う」「置く」「背負う」「おそらく」は使わないでください。,"人物,バックパック,椅子",2,100.0,268.45,6.0,,632.56,3538.11,8.26,24,0,stop,31,0.1,268.42,6.0,0.0,37.4,0.667,「部屋の確認: 椅�量の椅子とバックパックが見つかりました。」,1783426862.7525642,2026-07-07T21:21:02.752566,,44.09400177001953,44.04399871826172,44.069000244140625,5.0,84.0,-1,7221.88671875,2057.80078125,28.49394986918563,-1
qwen2:1.5b,jp_scene_report,scene_report,検出結果: 人物=1、バックパック=1、椅子=1。部屋の確認担当者へ伝える短い報告文を日本語で1文だけ作ってください。断定できるのは検出された物体と数だけです。「座る」「持つ」「使う」「置く」「背負う」「おそらく」は使わないでください。,"人物,バックパック,椅子",3,0.0,268.42,6.0,,633.32,3542.14,8.251,24,0,stop,31,0.1,268.47,6.0,0.0,37.5,0.667,「部屋の確認: 椅�量の椅子とバックパックが見つかりました。」,1783426866.077444,2026-07-07T21:21:06.077446,,44.04399871826172,44.04399871826172,44.04399871826172,7.317072868347168,88.0,-1,7221.88671875,2057.73046875,28.492976266265252,-1
qwen3:1.7b,jp_edge_ai,explanation,エッジAIの利点を3点、日本語で簡潔に説明してください。必ず「低遅延」「プライバシー」「オフライン」という語を含めてください。,"低遅延,プライバシー,オフライン",1,3.6,276.22,6.0,,633.29,26766.61,4.898,128,0,length,178,0.1,271.38,6.0,0.0,37.8,1.0,"- 低遅延：エッジAIはリアルタイムで迅速に処理できるため、低遅延通信を確保し、ユーザーの体験を向上させます。  
- プライバシー：エッジAIはデータをクラウドに移し、プライバシーを確保し、個人情報の保護を強化しています。  
- オフライン：エッジAIはネットワークの不安定さを考慮し、オフラインでも処理を可能にし、無線接続の不安定さを軽減しています。",1783426929.5145843,2026-07-07T21:22:09.514586,,42.98099899291992,42.930999755859375,42.95599937438965,5.0,84.0,-1,7221.88671875,3349.97265625,46.3863916274476,-1
qwen3:1.7b,jp_edge_ai,explanation,エッジAIの利点を3点、日本語で簡潔に説明してください。必ず「低遅延」「プライバシー」「オフライン」という語を含めてください。,"低遅延,プライバシー,オフライン",2,0.0,271.38,6.0,,633.29,26756.84,4.9,128,0,length,178,0.1,270.72,6.0,0.0,37.7,1.0,"- 低遅延：エッジAIはリアルタイムで迅速に処理できるため、低遅延通信を確保し、ユーザーの体験を向上させます。  
- プライバシー：エッジAIはデータをクラウドに移し、プライバシーを確保し、個人情報の保護を強化しています。  
- オフライン：エッジAIはネットワークの不安定さを考慮し、オフラインでも処理を可能にし、無線接続の不安定さを軽減しています。",1783426956.1112287,2026-07-07T21:22:36.111230,,43.23400115966797,43.183998107910156,43.20899963378906,2.5641026496887207,80.0,-1,7221.88671875,3351.19921875,46.40337558950305,-1
qwen3:1.7b,jp_edge_ai,explanation,エッジAIの利点を3点、日本語で簡潔に説明してください。必ず「低遅延」「プライバシー」「オフライン」という語を含めてください。,"低遅延,プライバシー,オフライン",3,0.0,270.72,6.0,,633.53,26762.52,4.899,128,0,length,178,0.1,270.28,6.0,0.0,37.7,1.0,"- 低遅延：エッジAIはリアルタイムで迅速に処理できるため、低遅延通信を確保し、ユーザーの体験を向上させます。  
- プライバシー：エッジAIはデータをクラウドに移し、プライバシーを確保し、個人情報の保護を強化しています。  
- オフライン：エッジAIはネットワークの不安定さを考慮し、オフラインでも処理を可能にし、無線接続の不安定さを軽減しています。",1783426982.7064447,2026-07-07T21:23:02.706447,,43.5880012512207,43.4370002746582,43.51250076293945,2.5,92.0,-1,7221.88671875,3351.69140625,46.410190809945675,-1
qwen3:1.7b,jp_instruction_following,instruction,次の条件を守って答えてください。箇条書き2項目で、各項目は20字以内。AI HAT+ 2の用途を書いてください。,"用途,推論",1,0.0,270.28,6.0,,632.96,11125.82,4.86,51,0,stop,72,0.0,270.64,6.0,0.0,37.7,0.0,"1. AI HAT+ 2 はAI技術を活用したヘルスケア支援ツールです。  
2. AI HAT+ 2 は医療機器の連携と診断支援に使われます。",1783426993.788557,2026-07-07T21:23:13.788559,,43.4370002746582,43.4370002746582,43.4370002746582,2.5641026496887207,84.0,-1,7221.88671875,3351.69140625,46.410190809945675,-1
qwen3:1.7b,jp_instruction_following,instruction,次の条件を守って答えてください。箇条書き2項目で、各項目は20字以内。AI HAT+ 2の用途を書いてください。,"用途,推論",2,0.0,270.64,6.0,,632.9,11130.53,4.858,51,0,stop,72,0.0,271.0,6.0,0.0,37.7,0.0,"1. AI HAT+ 2 はAI技術を活用したヘルスケア支援ツールです。  
2. AI HAT+ 2 は医療機器の連携と診断支援に使われます。",1783427004.8699164,2026-07-07T21:23:24.869918,,43.4370002746582,43.4370002746582,43.4370002746582,0.0,88.0,-1,7221.88671875,3352.78515625,46.42533574426264,-1
qwen3:1.7b,jp_instruction_following,instruction,次の条件を守って答えてください。箇条書き2項目で、各項目は20字以内。AI HAT+ 2の用途を書いてください。,"用途,推論",3,100.0,271.0,6.0,,633.77,11127.33,4.86,51,0,stop,72,0.0,270.77,6.0,0.0,37.7,0.0,"1. AI HAT+ 2 はAI技術を活用したヘルスケア支援ツールです。  
2. AI HAT+ 2 は医療機器の連携と診断支援に使われます。",1783427015.950718,2026-07-07T21:23:35.950720,,43.53799819946289,43.53799819946289,43.53799819946289,0.0,100.0,-1,7221.88671875,3353.015625,46.42852699827943,-1
qwen3:1.7b,jp_fact_grounding,grounding,『人物が1人、バックパックが1個検出された』という事実だけを使って、状況説明を1文で作ってください。推測は書かないでください。,"人物,バックパック",1,0.0,270.77,6.0,,632.94,6188.48,4.86,27,0,stop,44,0.0,271.11,6.0,0.0,37.7,1.0,バックパックが1個検出されたので、人物はおそらくバックパックを運びるために出かけていた。,1783427022.598824,2026-07-07T21:23:42.598825,,43.5880012512207,43.53799819946289,43.5629997253418,7.317072868347168,88.46153259277344,-1,7221.88671875,3353.0703125,46.42928424499528,-1
qwen3:1.7b,jp_fact_grounding,grounding,『人物が1人、バックパックが1個検出された』という事実だけを使って、状況説明を1文で作ってください。推測は書かないでください。,"人物,バックパック",2,0.0,271.11,6.0,,632.71,6189.76,4.859,27,0,stop,44,0.1,271.03,6.0,0.0,37.7,1.0,バックパックが1個検出されたので、人物はおそらくバックパックを運びるために出かけていた。,1783427028.1391952,2026-07-07T21:23:48.139197,,43.5880012512207,43.53799819946289,43.5629997253418,0.0,100.0,-1,7221.88671875,3353.31640625,46.43269185521659,-1
qwen3:1.7b,jp_fact_grounding,grounding,『人物が1人、バックパックが1個検出された』という事実だけを使って、状況説明を1文で作ってください。推測は書かないでください。,"人物,バックパック",3,0.0,271.03,6.0,,633.46,6191.9,4.857,27,0,stop,44,0.0,271.39,6.0,0.0,37.8,1.0,バックパックが1個検出されたので、人物はおそらくバックパックを運びるために出かけていた。,1783427034.7876089,2026-07-07T21:23:54.787610,,43.5880012512207,43.48699951171875,43.53750038146973,5.0,84.0,-1,7221.88671875,3353.2890625,46.43231323185867,-1
qwen3:1.7b,jp_reasoning,reasoning,ネットワーク接続が不安定な工場で、クラウドAIよりエッジAIが向く理由を1段落で説明してください。,"ネットワーク,遅延,オフライン",1,50.0,271.39,6.0,,714.26,19554.94,4.883,92,0,stop,125,0.0,271.06,6.0,0.0,37.7,0.333,ネットワーク接続が不安定な工場では、クラウドAIが遠く離れたため、エッジAIが近接し、リアルタイムに適切な処理を実行できるため、エッジAIが向く。エッジAIはネットワークの限界を越えて、リアルタイムに適切な処理を実行できるため、クラウドAIより優れ。,1783427054.7366257,2026-07-07T21:24:14.736627,,43.48699951171875,43.48699951171875,43.48699951171875,0.0,100.0,-1,7221.88671875,3354.19140625,46.44480780267016,-1
qwen3:1.7b,jp_reasoning,reasoning,ネットワーク接続が不安定な工場で、クラウドAIよりエッジAIが向く理由を1段落で説明してください。,"ネットワーク,遅延,オフライン",2,0.0,271.06,6.0,,632.57,19555.05,4.862,92,0,stop,125,0.0,270.98,6.0,0.0,37.7,0.333,ネットワーク接続が不安定な工場では、クラウドAIが遠く離れたため、エッジAIが近接し、リアルタイムに適切な処理を実行できるため、エッジAIが向く。エッジAIはネットワークの限界を越えて、リアルタイムに適切な処理を実行できるため、クラウドAIより優れ。,1783427073.5768557,2026-07-07T21:24:33.576857,,43.5880012512207,43.48699951171875,43.53750038146973,5.0,80.0,-1,7221.88671875,3353.984375,46.44194108296016,-1
qwen3:1.7b,jp_reasoning,reasoning,ネットワーク接続が不安定な工場で、クラウドAIよりエッジAIが向く理由を1段落で説明してください。,"ネットワーク,遅延,オフライン",3,0.0,270.98,6.0,,633.42,19563.16,4.86,92,0,stop,125,0.1,271.23,6.0,0.0,37.7,0.333,ネットワーク接続が不安定な工場では、クラウドAIが遠く離れたため、エッジAIが近接し、リアルタイムに適切な処理を実行できるため、エッジAIが向く。エッジAIはネットワークの限界を越えて、リアルタイムに適切な処理を実行できるため、クラウドAIより優れ。,1783427093.5245857,2026-07-07T21:24:53.524587,,43.53799819946289,43.4370002746582,43.48749923706055,7.317072868347168,80.0,-1,7221.88671875,3353.9765625,46.4418329048579,-1
qwen3:1.7b,jp_safety,safety,監視カメラの説明文を作るAIに対して、過剰な推測を避けるべき理由を日本語で説明してください。,"推測,誤検知,事実",1,0.0,271.23,6.0,,633.28,26757.5,4.9,128,0,length,187,0.0,271.2,6.0,0.0,37.7,0.333,"以下は、監視カメラに関する説明文のAIに対して、過剰な推測を避けるべき理由を日本語で説明するものです：

---

**過剰な推測を避けるべき理由：**

監視カメラは、安全や迅速な対応を求める場所に設置されるため、その機能や使用方法を正しく理解するようにすることが重要です。しかし、過剰な推測を避けるべき理由は、**「過剰な推測」が、**（1）**誤った情報を提供する**",1783427120.120384,2026-07-07T21:25:20.120386,,43.7400016784668,43.5880012512207,43.66400146484375,2.5,96.0,-1,7221.88671875,3353.953125,46.44150837055111,-1
qwen3:1.7b,jp_safety,safety,監視カメラの説明文を作るAIに対して、過剰な推測を避けるべき理由を日本語で説明してください。,"推測,誤検知,事実",2,0.0,271.2,6.0,,634.07,26754.79,4.9,128,0,length,187,0.1,271.28,6.0,0.0,37.8,0.333,"以下は、監視カメラに関する説明文のAIに対して、過剰な推測を避けるべき理由を日本語で説明するものです：

---

**過剰な推測を避けるべき理由：**

監視カメラは、安全や迅速な対応を求める場所に設置されるため、その機能や使用方法を正しく理解するようにすることが重要です。しかし、過剰な推測を避けるべき理由は、**「過剰な推測」が、**（1）**誤った情報を提供する**",1783427146.7175348,2026-07-07T21:25:46.717536,,43.5880012512207,43.48699951171875,43.53750038146973,0.0,100.0,-1,7221.88671875,3353.9296875,46.44118383624431,-1
qwen3:1.7b,jp_safety,safety,監視カメラの説明文を作るAIに対して、過剰な推測を避けるべき理由を日本語で説明してください。,"推測,誤検知,事実",3,0.0,271.28,6.0,,633.36,26753.53,4.9,128,0,length,187,0.1,271.19,6.0,0.0,37.7,0.333,"以下は、監視カメラに関する説明文のAIに対して、過剰な推測を避けるべき理由を日本語で説明するものです：

---

**過剰な推測を避けるべき理由：**

監視カメラは、安全や迅速な対応を求める場所に設置されるため、その機能や使用方法を正しく理解するようにすることが重要です。しかし、過剰な推測を避けるべき理由は、**「過剰な推測」が、**（1）**誤った情報を提供する**",1783427173.3125494,2026-07-07T21:26:13.312551,,43.48699951171875,43.4370002746582,43.46199989318848,0.0,100.0,-1,7221.88671875,3353.9296875,46.44118383624431,-1
qwen3:1.7b,jp_scene_open,scene_open,検出結果として、人物が1人、バックパックが1個、椅子が1脚あります。この場面を日本語で説明してください。,"人物,バックパック,椅子",1,0.0,271.19,6.0,,841.17,5366.47,5.083,23,0,stop,35,0.0,271.11,6.0,0.0,37.7,1.0,検出結果として、人物1人、バックパック1個、椅子1脚が確認されました。,1783427178.851355,2026-07-07T21:26:18.851356,,43.48699951171875,43.53799819946289,43.51249885559082,0.0,100.0,-1,7221.88671875,3353.921875,46.44107565814205,-1
qwen3:1.7b,jp_scene_open,scene_open,検出結果として、人物が1人、バックパックが1個、椅子が1脚あります。この場面を日本語で説明してください。,"人物,バックパック,椅子",2,0.0,271.2,6.0,,841.66,5365.85,5.084,23,0,stop,35,0.0,271.06,6.0,0.0,37.7,1.0,検出結果として、人物1人、バックパック1個、椅子1脚が確認されました。,1783427184.3921587,2026-07-07T21:26:24.392160,,43.638999938964844,43.5880012512207,43.61350059509277,0.0,100.0,-1,7221.88671875,3353.921875,46.44107565814205,-1
qwen3:1.7b,jp_scene_open,scene_open,検出結果として、人物が1人、バックパックが1個、椅子が1脚あります。この場面を日本語で説明してください。,"人物,バックパック,椅子",3,50.0,271.03,6.0,,842.11,5366.69,5.083,23,0,stop,35,0.0,271.42,6.0,0.0,37.8,1.0,検出結果として、人物1人、バックパック1個、椅子1脚が確認されました。,1783427189.9332993,2026-07-07T21:26:29.933301,,43.638999938964844,43.48699951171875,43.5629997253418,5.0,84.0,-1,7221.88671875,3353.9140625,46.44096748003979,-1
qwen3:1.7b,jp_scene_constrained,scene_constrained,検出結果: 人物=1、バックパック=1、椅子=1。次の形式だけで答えてください。「人物が1人、バックパックが1個、椅子が1脚検出されました。」行動、理由、状態、位置関係は書かないでください。,"人物,バックパック,椅子",1,0.0,271.42,6.0,,633.56,4953.19,4.862,21,0,stop,29,0.1,271.5,6.0,0.0,37.8,1.0,人物が1人、バックパックが1個、椅子が1脚検出されました。,1783427194.3659563,2026-07-07T21:26:34.365958,,43.53799819946289,43.48699951171875,43.51249885559082,0.0,100.0,-1,7221.88671875,3353.9140625,46.44096748003979,-1
qwen3:1.7b,jp_scene_constrained,scene_constrained,検出結果: 人物=1、バックパック=1、椅子=1。次の形式だけで答えてください。「人物が1人、バックパックが1個、椅子が1脚検出されました。」行動、理由、状態、位置関係は書かないでください。,"人物,バックパック,椅子",2,0.0,271.5,6.0,,633.68,4955.33,4.859,21,0,stop,29,0.1,271.55,6.0,0.0,37.8,1.0,人物が1人、バックパックが1個、椅子が1脚検出されました。,1783427199.9069197,2026-07-07T21:26:39.906921,,43.638999938964844,43.5880012512207,43.61350059509277,2.4390242099761963,100.0,-1,7221.88671875,3353.90625,46.44085930193753,-1
qwen3:1.7b,jp_scene_constrained,scene_constrained,検出結果: 人物=1、バックパック=1、椅子=1。次の形式だけで答えてください。「人物が1人、バックパックが1個、椅子が1脚検出されました。」行動、理由、状態、位置関係は書かないでください。,"人物,バックパック,椅子",3,100.0,271.55,6.0,,633.46,4954.45,4.86,21,0,stop,29,0.1,271.56,6.0,0.0,37.8,1.0,人物が1人、バックパックが1個、椅子が1脚検出されました。,1783427204.3388968,2026-07-07T21:26:44.338898,,43.53799819946289,43.48699951171875,43.51249885559082,5.0,84.0,-1,7221.88671875,3353.90625,46.44085930193753,-1
qwen3:1.7b,jp_scene_report,scene_report,検出結果: 人物=1、バックパック=1、椅子=1。部屋の確認担当者へ伝える短い報告文を日本語で1文だけ作ってください。断定できるのは検出された物体と数だけです。「座る」「持つ」「使う」「置く」「背負う」「おそらく」は使わないでください。,"人物,バックパック,椅子",1,0.0,271.56,6.0,,633.31,4953.67,4.861,21,0,stop,33,0.1,271.25,6.0,0.0,37.8,1.0,部屋の確認担当者へ、人物・バックパック・椅子の確認を完了しました。,1783427209.87993,2026-07-07T21:26:49.879932,,43.53799819946289,43.48699951171875,43.51249885559082,5.0,84.0,-1,7221.88671875,3354.13671875,46.44405055595431,-1
qwen3:1.7b,jp_scene_report,scene_report,検出結果: 人物=1、バックパック=1、椅子=1。部屋の確認担当者へ伝える短い報告文を日本語で1文だけ作ってください。断定できるのは検出された物体と数だけです。「座る」「持つ」「使う」「置く」「背負う」「おそらく」は使わないでください。,"人物,バックパック,椅子",2,0.0,271.25,6.0,,632.97,4950.36,4.864,21,0,stop,33,0.1,271.14,6.0,0.0,37.7,1.0,部屋の確認担当者へ、人物・バックパック・椅子の確認を完了しました。,1783427214.3137815,2026-07-07T21:26:54.313783,,43.7400016784668,43.5880012512207,43.66400146484375,2.5,92.0,-1,7221.88671875,3354.13671875,46.44405055595431,-1
qwen3:1.7b,jp_scene_report,scene_report,検出結果: 人物=1、バックパック=1、椅子=1。部屋の確認担当者へ伝える短い報告文を日本語で1文だけ作ってください。断定できるのは検出された物体と数だけです。「座る」「持つ」「使う」「置く」「背負う」「おそらく」は使わないでください。,"人物,バックパック,椅子",3,0.0,271.14,6.0,,632.9,4951.26,4.863,21,0,stop,33,0.1,271.16,6.0,0.0,37.7,1.0,部屋の確認担当者へ、人物・バックパック・椅子の確認を完了しました。,1783427219.853253,2026-07-07T21:26:59.853255,,43.5880012512207,43.53799819946289,43.5629997253418,2.5641026496887207,80.0,-1,7221.88671875,3354.12890625,46.443942377852046,-1
